,sentence1,sentence2,label
1004,"On 28 , 1997, in what would become known as the ,'s, purportedly in for headbutting him.","'s on 28 , 1997.",0
1005,"The commented by the of 25 , 2002, in which the was.",The Brazilian is.,1
1006,established for of industrial by presenting from its . The will be to determine if's was copied from - essential if industrial is to be proved.,There was an industrial involving and.,0
1007,surrounding's final at the 2004 turned violent when a stabbed her in the because she didn't want to watch the on.,A passionately wanted to watch the.,1
1008,"( Hungarian :) was a Hungarian/Austrian and who lived from 1811 to 1886 . is widely considered to be one of the greatest of all, and certainly the most famous of the nineteenth.",lived from 1811 to 1886.,0
1009,"Polish-born, credited for inspiring's to after more than 40 of, is expected to dedicate the during his next.",was born in.,0
1010,"fear that one of's most precious, its abundant and especially its threatened black, faces a major from poaching.","In, are seriously endangered by poaching.",0
1011,"of the of Asian, , are gathering in to discuss ranging from and economic to with several regional.",of the of Asian for.,1
1012,"is the of 80.9 of, while 7.8 as their.",is the most widely spoken in.,0
1013,"of on in are being singled out for by extremist in in, a said in, the.",The and fought in.,0
1014,"The most recent from show a divided in two . In north, up to 0.5 of the has been infected with . In sub-Saharan, that is 8.8 but rising to almost 40 in some . In four -, , and - at least one in three of the is positive.",in.,0
1015,"In 1932 he joined the then illegal and held high and from 1942, becoming in 1948, when the took in.",Communist in ended in 1948.,1
1016,"Experimenting on a anchored on the, tries to make nitroglycerine to handle . that the of turns nitroglycerine into a that can be kneaded, and calls it``dynamite"".",is the of.,0
1017,"suffered their second of the, with a 3-2 to 10-man.",was beaten by.,1
1018,"' governing, the, last cleared of of and lifted a two-year after their said the IOC-accredited in improperly tested's urine.",have been accused of doping.,1
1019,kept at at the recent on ().,against took at.,1
1020,"But most, including those sympathetic to the' to reclaim all the that was of the biblical of, reacted with to the and the subsequent.",is located 20 south of.,1
1021,"More than 1,500 died when the in 1912.",The in 1912.,0
1022,"of rallied, in the southern of, to show for's new and the Shiite-dominated.",say they're not ready to re-join the drafting's new.,1
1023,", who continues to perform weekly at, has finished recording``& . ''",is located in.,0
1024,"The is used by both nomadic, who follow their and stay in mobile, and sedentary .``in this could be the of the () () or they could be the of Malian ,""a, who declined to be identified, told . The say that generated from's vast has not been distributed equally, and more for the of the northern, where most of's is mined . At least 300 and 80 have been killed since the began its military in early 2007.",is a of Malian.,1
1025,"When the fell in early , 1989's and west were rejoined to create the third-largest in, with a of about 3 million.","The was torn down in , 1989.",0
1026,"and have agreed to release of and other in each other's, a that comes as of a between the two.",and have decided to free of civilian in each.,0
1027,"has been accused of editing in the in for a to the . In an published, the reported that former alleged had made to his on his, in for a to the . The hit the later, where the was dubbed ``"".",of online can edit the.,1
1028,"'s, which bears his, revolutionised from the 1960s, and was used by like The and The.",'s were used by The and The among.,0
1029,"With of the counted, the has 66 of the . Its nearest, the Democratic, has 16, while the of the with 8 . The will see elected as of when the in . Provincial are also being held, and the looks likely to lose in the of Western to the Democratic . This will be the first an has won of a provincial since the of . The has focused on, , and the of to be . was acquitted of in 2006, and against him were withdrawn shortly before the after found the had been politically motivated.",is the of the.,0
1030,"The, released by the and, compared from their latest, in 2004, with collected in 2002 . It was based on of more than 135,000 ., the of underaged remained basically unchanged, but in, it rose from 15.28 of between 12 and who said they had consumed in the previous in 2002, to 16.81 who said they had in 2004 ., defined as five or more on the same (i.e., at the same or within a of of each other) on at least one in the past 30, was reported by 10.27 of in 2004, up from the 9.16 who said they binged in 2002.",are likely to start smoking when young.,1
1031,"Witching passed and poured into around the on, snatching up of the latest in the that promises to be the fastest-selling in.",rushed to in to purchase the.,0
1032,"and, on, threw their behind the, being promoted by, in a to's Blu-ray.",is a of.,1
1033,The Japanese of in 1931 and their eventual on in 1937 also lead to vast of not being under's.,"The Japanese seized in 1931, and began a against in 1937.",0
1034,"The in 1912 after striking an on its maiden from, , to.",The in 1912.,0
1035,"\"" I've always said he's the I will ever come to meeting, he's simply unmoved by any or any ,""said, an to the and of, a that has partnered with in.",is the of the.,0
1036,The rose 0.1 to 1573.65.,The dropped.,1
1037,"The 31 initially affected are: (in alphabetical):, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, and . of include, ,, vomiting and abdominal . Those most vulnerable are the young, the elderly or those with an already compromised . This follows the long of recalled related, and which caused a at the of.",is not far from and.,1
1038,"founded the in and the in 1971, and in 1996, he re-founded the (.), whose are the best of the.",was a of the.,1
1039,"Like the corporate, the is a, in mouth-watering, a delicious of the infamous in 1997, when an enraged bit's.",bit's in 1997.,0
1040,will select by 10 of those who apply by 16 to begin receiving starting 1.,will choose 10 of to receive by 16.,1
1041,"It has been nearly 27 since, then a high from the in extreme western, sang a for on the at the held in, in the . That simple was wrapped with; she became the first German in to take the grand . The was a of her former, , and would be their greatest in their nearly three-decade.",won the.,0
1042,"among young is on the, bringing with it a of, including fetal.","are binge drinking more, which can lead to the of fetal.",0
1043,"shows there has been a sharp in disfiguring, particularly in under the of 40, providing more that young are not heeding about the of.",Tanning may cause.,0
1044,"Over a of, the went from apparent to . was's oldest . It had financed the, the, and the . was the's.",was's oldest.,0
1045,The was about doing what he hasn't done for what many feel has been too long - visiting the of and fighting a in southern.,and are fighting a in southern.,0
1046,"said that the that a is being offered for the of does not mean that other accused of being of the are not being sought, and that if being held in with the of the of is released, that does not mean that the are not proceeding well.",was killed by the of the.,1
1047,"argue that should have negotiated the - both to obtain at least some written of better Palestinian, and to provide with a prime to show his that, not, delivered.",is a of the Palestinian.,1
1048,was the of because of her as a trained and.,has as an and as a.,0
1049,"is no longer a serious for living in the developed, such as the, , or.",is under in the.,1
1050,"has the highest of child, but has the highest of working relative to.",is widely used in.,0
1051,"In 1962, was transferred to astronaut . He served as for the 8, launched 16 , 1966, and along with, performed the first successful of two in by mating his 8 with an uninhabited.",was the first who landed on the.,1
1052,"Referring to the 2 perpetrated in, the claimed for the in a, and said that it was``an aimed directly at the""and that``they regret the of a civilian ,""but they did not mention for the.",A was killed by a.,0
1053,"Warrington-born denies he went wild, despite quitting 1 in 1997 and later being sacked by for not turning up for during a five-day.",was the of.,0
1054,"The is rejecting by to pay for the past of, a key military for flying to.",is located in.,0
1055,"Earlier this , 78 local, and federal took in a, called, at the and the.",A took at the and the.,1
1056,"to the recent of ., will soon be able to run on its, too.",. is the of.,1
1057,"In 2003, brought the to the of to support more than 50,000, whom the respectfully calls Struggling.","Yunus supported more than 50,000 Struggling.",0
1058,"It's, and is the first all-BD.",produces the'.,1
1059,"In the, The ,'s, has pulled out after some of the's were accused of, with which the did not want to be associated . The has announced they will withdraw the...of, one of the accused of bullying with a . unilaterally terminated its with former to front an.",is a in.,0
1060,"He is the of and at and the of's``Two Running ,""now onstage at.","\"" Two Running""was written by.",0
1061,"'s to the, , announced, , that of were killed or injured during the four of against.",", to the, announced that of could be killed or wounded due to the aerial of.",1
1062,"To break the grinding of and, loaned $27 to and more than 40 of her in the of . He allowed them to pay him back over the next as their started to produce stable.",Some in the of received from.,0
1063,There is growing that may be an important in the qualitative of the that determine.,of.,1
1064,"In the early of 15 , 1912, the British in the off, less than three after striking an.",The in 1912.,0
1065,"also said that planned to meet with al-Maliki, but poor in means that will likely talk to the prime and by . American are slated to leave by 2010, with The reporting that will continue to be high until's federal in . told a of in that despite his original to the in 2003, he realized that the must be done carefully.",is with.,1
1066,and say doesn't have evil nuclear.,and to give up nuclear.,1
1067,"Medieval said the rosary as still do: by praying five of (), each introduced by a (Our), while meditating on three of five each.",pray the.,0
1068,"With a coming up in, many minor and will be looking to hold of and making the major listen to what they have to say . The are one of the . held an exclusive with, for the electoral of.",was brought up in.,1
1069,"Only 18, including, have specific that allow who quit their due to domestic to qualify for.",18 have that permit who quit their because of domestic to collect.,0
1070,designed for could offer less than they claim on the.,designed for protect at the they advertise.,1
1071,"Meanwhile, at a held recently in to observe the' (this is's 250th),, a post-modernist and conceptual, took the first from ``""("" My - high inspire him"") and set it to and and Russian and Gregorian.",von was born in.,1
1072,"A British (, ,) is founded . In 1877 the was changed to's.",is the of.,1
1073,"In other, with its 2 million, has only 5.5 thousand professional.",has 2 million.,0
1074,The first outside was established in suburban in 1998.,was established in 1998.,1
1075,"\"" and the, they just bashed her to the ,""said's, , during an with The .``She wasn't one ever would have thought of to do like this . She and that just loved each other, couldn't get away from each other . She wouldn't hurt a .""'s called the``a sad ,""and herself issued a saying,``I do not feel that our is to blame for what happened to . ''",was's.,0
1076,is the of' and of and.,is in.,0
1077,", at in, says of the in robot: 'Our new, for, is 30 per in real than a similar three ago.",is a common for in the.,1
1078,", of, , tends to a who was medically evacuated by to a temporary in, ,.",evacuated.,1
1079,"Nevertheless, the international of some Polish, notably the, has never been higher . To use a commercial, the boxed of his (ten one-hour based loosely on the, made for Polish in 1988) is currently 3,700 in's (about even with The).",is a and.,0
1080,"Tropical is projected to weaken, but it will likely regain after entering the of on 2008 got off to an early when a tropical formed off the of, one before the officially begins . Tropical formed and quickly made at the, near the between and . Both issued a tropical for the's eastern . In the of, were closed to small, were banned, and those living in coastal were encouraged to take.",Tropical is approaching the.,1
1081,"is a fatal caused by a new which has no known . When a new was detected in in the of 1995, it was widely perceived as a to the . was intense.",breaks out in.,0
1082,The and's new to beef up the of mutual represents an.,The's new will give.,0
1083,The is the tallest in Western.,The is the tallest in.,1
1084,"In``Killing the: and the of ,"", by (, $15), the who attacked in``Closed""takes on's of in the 1968 of.",was murdered in 1968.,0
1085,"The of has announced that it will evacuate in to . This came after a made by, of, which accused the Georgian of``attempting to spark a full-scale .""said that the's has reached 1400 . As of 10:51pm 8th , 12 Russian are reported dead and 150 wounded . A showing Georgian being downed was aired on late of 8th . The of the reportedly ejected, but was captured and killed on the by Ossetian military.",chose as.,0
1086,"and political continued, on, on forming a new, saying they expected a full to be announced within a or two.","are concerned by the political and that it is feeding sectarian, say.",1
1087,"of closed at $17.20, more than 50 above their.",were more than 50 above their of $17.20.,1
1088,The of and I are very happy that the of and are to marry.,I am delighted and wish The of and a happy.,1
1089,"\"" We are...deploying more into--, military and to work directly with the of the prime""told a in.",holds the of.,1
1090,"Quite simply, is one of the luckiest in the . This slight 93-year-old with white, who is now largely confined to a, was formally recognised last as one of the tiny of to have survived not one but both of the American atomic dropped on the Japanese of and in 1945 - bringing to an to . Known in as one of the - literally 'the explosionaffected' - had long been recognised as a of the nuclear in his of.",Yamaguchi survived two atomic.,0
1091,"will recruit 500 extra to fight and in the next four, said on . Including the new, the of will have increased by 1,800 since the Socialist took in 2004, after Islamist killed 191 by bombing, told a parliamentary . has killed more than 800 in four in its for an independent composed of of northern and southern . Its last fatal came on 14, believe, when a wrecked a in the Spanish, killing one . The will also provide an additional 800 to combat organised and another 1,248 to tackle domestic, said.",for the of.,0
1092,"the with that of, an Italian who turned 100 last . She still attends for every at the in, which she founded . She was appointed a for in 2001, and in 2006, aged 97, she attended the of the newly elected . She takes in in the, and in 2004 defended the of in Italian . There is no of her having claimed a off because of festival . Apparently she even manages to work right through the of without lifting her from her.",is a.,0
1093,"In 2004, top Russian signed a $1 billion 35-year production-sharing to develop natural.",earned $1 billion in 2004.,1
1094,"On opening's was up $6.20 to $17.20, a 56.4 over the initial of $11.",Opening of the of rose 56.4 over the initial.,0
1095,"He met, , in and, , in.",is of.,1
1096,"'s deputy foreign says his won't change its to send to, despite the of a South Korean there.",continues to send.,0
1097,"The of the's still has not unraveled, and locating the of seems to have become an impossible for.",Alexander the's remains undiscovered.,0
1098,"In the 538, in a which demanded the of the various to their proper.",issued a in 538 that would allow the to go back to their.,1
1099,"Prolonged to UV-B can cause, and there are that to the may lead to an in the of skin.",UV-B is damaging the.,1
1100,"After leaving, joined the, of, and participated in two pioneering--'The ,' about an trying to save a condemned, and 'Free At Last ,' a 90-minute about that by was being made when was murdered in 1968.",was murdered in 1968.,0
1101,"According to official, , the 72-year-old of, has been reelected to a third as the's in a ., the, stated that obtained 90.24 of the in the, which was held on . was 74, with some of the boycotting the amidst of . said at a that the was``exceptional"", but insisted that the had not been manipulated, saying that with of should take it to .'s assert that the was a foregone — his were not well known, and his was well-funded . They continued to express over a constitutional adopted last, which allowed to run for a third five-year.",won the Algerian presidential.,0
1102,had observed that with a defective aged prematurely and wondered if an enhanced would have an opposite.,have discovered a that produces a that raises the in by 30.,1
1103,"is with us . A ago, it was . Now the is unfolding before our .'s see it in disappearing and.",global.,1
1104,"The to the that is the of three,``Is She Is, or Is She Ain't"",``Don't Touch ,""and ``""and that is quite possible . The most interesting is the first of these three, a topical on, the of a of . While such transexual have since become more common, this was the first to receive high.",Sex-change become more common.,0
1105,"According to the and, the was inspected in, cited for, and fined about $10,000.","According to the and, the was inspected in and fined for.",0
1106,", the South African and, has announced to develop a at on the's west in with the state-run industrial.",The South African plans to develop a.,0
1107,"To write``The ,""which opens at the in, spent six . Given the of foreign, says, the of``The""are particularly crucial , 2,500 after it was written.","\"" The""was written by.",1
1108,"called him a ``""and editorialized in The that he``blames the of""when he puts out a like's, a biting of's which he was inspired to write after the terrorist on 11 .``The clear to 9/11 in the apocalyptic ending can only bring's into in the ,""wrote, the British literary of the . That had already begun: it was revealed gave the British a of he suspected of being``and fellow ,""labeling some of them as and .``I really wanted to explode that ,""told The .``I wanted to completely undermine it . ''","is the of ``'s"".",1
1109,"Nevertheless , 58 of expressed their with the's . 44 supported at the very of the into.","Although 58 of are unsatisfied with's , 44 found's at the of the.",1
1110,"is freely available in the for in ``""in small . The of five, the maximum that can be legally purchased, is about ($ 19), enough to make about a.",In the five of can be legally held in.,0
1111,"has ratified bilateral with the of the in 2004, but the new (,, ,, ,, ,, and) were not included in the.","intends to introduce the of the as an official on 1 , 2007.",1
1112,"There are more than 4,000 in the of.","The of is 4,000.",1
1113,"Across, young and wake up each just like here in the . The are no different; they do, ,, and go to . That is, if they can survive the bites that transmit the deadly . Those kill an estimated 3,000 each in . While has been all but forgotten in the, it remains the leading of for under 5 in, killing approximately 1 million a.",is widespread in.,0
1114,is returning to his to get married.,was born in.,0
1115,"Australian have been told to cover up their under by, as they believe it encourages to be self-conscious ., of, told the,``We don't want to feel under to lose because of ."", of, .``It's ridiculous really, if the is that a is offensive, then every and would face the same ,""she said . The will affect about 150 registered with.",is the of.,0
1116,"For such, regular significantly decreased the for fatal and nonfatal or.",experienced adverse while taking.,1
1117,"The is being monitored by the but says``it is too early to know whether the is changing in that would signal the of a human ,""says a for the .``It's one from a single from . The suggests the might be more inclined to bind to human rather than animal, but there's no that it's becoming more infectious . If we started to see a more from with this and saw the, we'd be more concerned . ''",The is based in.,1
1118,"arrived after's, sailing into 21 1945 . was then assigned as hospital at, , departing 1 1945.",reached in 1945.,0
1119,"told he never touched the, which was loaded with plastic packed with and.",The burning contained plastic packed with and.,0
1120,"paid $20 million for the, but says that in the future will likely become as routine as is.",costs $20 million.,1
1121,"A male is called a and a female is called a, just like.",A female is called a.,1
1122,"\"" Only his see him; we exchange with each other to . We also go to the together . We actually meet very rarely, just for important . It's hard for to meet himself now, but we know he's still alive ,""said . also claims that there are ``""of suicide that are prepared and ready to hit the in and that will``reap the for a long""also saying that the and will get ``""on the either inside or outside.",is a.,1
1123,", third in, has died at the of 100 . died of natural on , 22 , 2009 at an assisted in, . He was moved there after his deteriorated a ago . His said that when admitted, refused to eat solid and would only drink .``He just refused to eat and that was his ,""told the . He added that his was``sharp up until four ago"".",died in at the of 100.,0
1124,"Canadian also are reported to drop their loads across the in remote (often without the of rural), into the without, later retrieve the, and continue on to.",Most of the entering the comes from.,1
1125,"said the 5.3 did not generate a . The 2004 Indian, which had a of 9.0, triggered a of lethal on 26 , 2004 that killed over 270,000, making it the deadliest in recorded.",A is a of created when a of rapidly displaced on a massive.,1
1126,"In 1969, he drew up the proposing the from the of the . In 1984, after's, was elected as.",supported the.,1
1127,", the of died at 59 . He died in a in . His was intially announced by an anonymous . It was later confirmed on by . suffered a while in in of this for an, he was flown to . His suddenly deteriorated on.",The Zambian has ordered to.,1
1128,"revealed he was one of several top who told in 2003 that, of the former, worked for the.",worked for.,1
1129,"In to, the memorial was attended by and who have worked with, including who starred with in the bio-flick, I'm Not There . spoke of the she shared with in and . The Other included his, and, a of's last Australian, . An emotional, was wearing dark and a white with black, she was not accompanied by her . walked in clutching the of's older ,.",has a called.,0
1130,"The first few are 3 , 7 , 31 , 127 and 8191 . These took a of several to verify, using different and . Each was independently checked by several of', using 16-core of different . The two were announced by on 16 . Before these two, the two previously largest known prime were discovered by and in, , and their lasted almost three . Historically, prime discovered by are larger than the one previously found . The only other was when the 29th was discovered after the 30th and 31st were found . Founded by . in 1996, has found 12, or about one per on.",is a of.,1
1131,", the, said, last, that his were``playing out of their"", but admitted that they were``racing against""to track down the.",works for the.,0
1132,"The renewed to the came as, camping near the's, awaited a by.","brought her latest anti-war to's adopted, supporting camping out near his.",1
1133,"The failed to act on the domestic from al prior to 11 , 2001.",ignored the of,0
1134,"have uncovered soft of a known as 1125, found in a in . 1125 was 18 old when it died , 65 million ago . Similar of a has never been found before, as all remains found until now were fosilized . The still contains microscopic resembling and . The between the found in the and a modern shows a remarkable . The have been duplicated with an 80-million-year-old and two other . The was reported in's of . similar to the popular ``""are unlikely, as the of from the is improbable . The remain astounding, however, and with that react to collagen shows the may still contain .``Ultimately if we could establish chemical, we would have into all of: , sexual, whether the is the or . ``, paleontologist said.",Paleontologist and other discovered a in.,1
1135,"A male escaped from his in the and sent terrified running for, the said.",A escaped from his in a in.,0
1136,"Two were injured in dynamite perpetrated this evening against two in this northwestern, Colombian.",Two were attacked with.,0
1137,"An, employed by the, was also wounded.",An worked for.,1
1138,The most recent carried out by in revealed that 61 of are opposed to joining the.,The of the has been opposed.,0
1139,"The's came about after it set out to examine's that an octagonal in the of the of contained the of . According to texts the, in what is now, is where was banished after being defeated in a against and her then, . was said to have been murdered after, now with following's, ordered the to have her younger sibling killed to prevent any future on the Egyptian.",Queen ordered the of her.,0
1140,Every jails simply because they refuse to perform military for of.,are willing to risk rather than perform military.,0
1141,"After the touched down, the () alerted and the transmitted ``, ,""to the in an to stop the of runway 1L . The applied maximum that resulted in the in the of 1L . As this was occurring, the of 4912 took of the from the first, realized the was traveling too fast to stop, and initiated an immediate . According to the of 5741, the overflew theirs by 30 to 50 . The has categorized the as an operational.",is responsible for investigating in the.,1
1142,The of & will take another at's increased.,tries to take over &.,0
1143,"A strong of the``Italian to"", he was close to, and gained a in the . In 1969, he drew up the proposing the from the of the . In 1984, after's, was elected as.",supported Italian.,0
1144,"After insulting the insinuating they were irrelavant, no had from to use``force/war""if did not permit unfettered for - and the were moved into on the.",gives unfettered.,1
1145,His has steadfastly denied the.,The were denied by his.,0
1146,"His latest, Together Through, has reached the top 38 and five after his last chart-topper, , in 1970 . The 67-year-old American now holds the for the longest between solo one . It is's seventh one, his 33rd and his 53rd, including and . He first reached one with The' released in 1964 .'s said:``It's evident that is going through one of his, as a new of join his more established in appreciating his musical . ''",is 67 old.,1
1147,"The was never drawn up on, but discussed verbally, particularly between and the British in.",was the in.,1
1148,"also released a where a humanoid named was operated by a wearing the . The was stated to be thinking about raising his right, after which moved its right . states that it could be quite some before the is ready to go live due to such as the human's to become distracted, creating mixed . A related is the of required by the .``Practical are still into the .""said, .``I'm [just] talking about . ''",is an of.,0
1149,"The working together with nearly 960 other recently concluded a week-long, , which succeeded in the of 10,340 across the and elsewhere . Other regional have been conducted before; but this was the first of its at the national and resulted in the highest of ever recorded in a single.",was a and a of implemented by the right-wing that dominated the in from the 1950s to 1980s.,1
1150,"The mobile now provided on some, do not interfere with because they are wired to a special ``""that has been designed to safely receive and transmit in the.",Mobile can interfere with.,1
1151,", the and major in, said that and are interested in purchasing a significant in and including the in their .'s, , told and in a that and are receptive to the of including in their and``a significant""in the.",is one of the major of.,1
1152,"The of has announced the of a $3 million to to lead a researching advanced and computational to protect the . Under the, will also coordinate a of four university-based at the of, the of at and the of . call for a of $10.2 million in over three for and these to advance aimed at identifying common from numerous of.",will be awarded a $3 million.,0
1153,Clinical involve 240 in 10 with each questioned three.,Clinical involve an of 200 per.,1
1154,"The American ``""reported that at the (The) will recommend halting the on to this ,.",reported that at the said that is obligated to stop the on.,1
1155,"- () announced that it has become the first pharmaceutical to be accredited by the for the of () for ensuring the of human taking in early-stage clinical . The was awarded to's clinical () in, ,, and, where the conducts most of its I clinical . To earn the, participated in a rigorous , 15-month of the clinical at these.",is a pharmaceutical.,0
1156,'s () own will permanently replace the () that has been used on's.,'s will still be used.,1
1157,"One of two``released""early on , 19, of, north-west will appear before magistrates' charged with of forged, said.",will appear before magistrates'.,1
1158,"This was conducted on the sixth and seventh of, and included a of 861 with a of estimated at 4.","This was carried out on the 6th and 7th of, and included a of 861 with a of estimated at 4.",0
1159,", — A Venezuelan who says he is a of political by's requested political in on, one of his said ., a leading, has been charged with in but says his would not be fair . said there is``convincing""supporting his for and that's foreign should summon to explain his within a . Peruvian said earlier that entered as a on 4.",lost a presidential to in 2006.,1
1160,"Two other, and, have already pleaded guilty to aggravated and to obstruct and were sentenced to 21 and 18, respectively.",has been sentenced to 18.,1
1161,sabotaged along the linking to the northern at 1800 on 12.,were attacked by.,0
1162,"(), 12 89 () - is flowing in, where last, according to official, there were 4,600 of political, including (of's national), around 30 and many municipal and.",Around 30 were killed on 12 89.,1
1163,"In 1954, in a of to mark the 300th of with, gave to.",became of in 1954.,0
1164,", the leading is to greatly expand at a in, which has shaken up the by its of a radical, new.",The new thin-casting shook up the.,1
1165,The watchdog in on 19.,The holds a in.,0
1166,",, armoured, and a encircled the.",There was a.,1
1167,"The funeral headed to the of the in, where funeral held denouncing the as``of . ''","The funeral had been directed to the in, where denouncing as``of ,""were seen.",0
1168,"The on (), a global of the's, has released a urging and to provide with 'the about the and of on' . The is signed by 67 of the 92 of the, and that in some around the,``testable""about are being``concealed, denied or confused by not testable by"".",want to learn.,0
1169,"If you're feeling playful, visit our for a of, surf the or just sit back and with a good from our extensive . Alternatively, soothe away those tired, and with a Balinese.",Traditional Balinese is a where pushing.,1
1170,"The 42-year-old was outside a in central's, doing, , when a squirted with a disguised as a ,'s said.",was in when he was squirted with.,0
1171,The of started an independent of the shortly after the made that considered industrial a particular to US economic.,thinks that industrial is a to's being.,0
1172,"All genetically modified, including or maize produced from and, and, must be labelled.",selling genetically modified don't need.,1
1173,The rose 0.1 to 1573.65.,The rose.,0
1174,"The was made to pay' $27.5 billion, was originally sold for $9.4 billion to a little known which was later bought by the Russian state-owned.",belonged to the Russian.,0
1175,"died in such in, from a lethal related to the of a.",died of.,0
1176,"And although may not go down in as having the worst in (that may go to 2007's), her might have been worded a bit more eloquently . She answered:``I think it's great that are able to choose one or the other . We live in a that you can choose same-sex or opposite and, you know what, in my and my I think that I believe that a should be between a and a . No to out there but that's how I was raised and that's how I think it should be between a and a ."".",is.,1
1177,"to the who responded to my about leave ., the of leave offered to at international greatly from to.",leave in.,1
1178,"defended his to return up to 180,000 to the, within a and a, despite about the short of and heavily polluted.","As many as 180,000 could return within 10 to a that held 460,000 before struck.",1
1179,"The for a's at, on's in, has been rejected by the .``We knocked back a's on because of the ,""said divisional .``We already have a 24-hour's at, only one away, and there are already [anti-social at that . ''",accepted's.,1
1180,"Among the fascinating in the are where the of was signed, and one of's principal of, The, located in.",The of is located in.,1
1181,"has confirmed that there have been three small on at, and's, and another small on a . 26 on in . The has not found any injured, but one has reported themselves to a local . It is not yet known if this is connected with the.",there has been an in the.,0
1182,dived in.,The of the of the fell in.,1
1183,"The that our uses do not leave, do not have an unpleasant and are not toxic.",Our remove.,1
1184,"According to the The biggest for understanding Korean is that all have the same . For, the 'Speed' with.",The 'Speed' was directed by.,1
1185,"The said the of worldwide increased by 102 in 2006 to 793, a, largely due to bullish global . Their total net jumped 18 to $2.6 trillion.",The of.,0
1186,"The of, the Australian, and, of the privately-owned in the, are joining to build and operate a new in the.",'s and the's will build and operate one in the.,0
1187,"'s was a that eclipsed the previous by 21 3/4 . The still stands as an, and stood as a until leapt 29' 4 1/2""at the 1991 in.","2,45 is the in the high.",1
1188,"Speaking in the Russian of on, said the was``at the very least ill-considered and unprofessional because discussing such without the main is simply not serious"". Despite their bitter, Ukrainian and were both in for an international with the European, the and other key . The gets 80 of its from via a of more than 13,000km (8,060) of Ukrainian, some of which are 40 old.",is 40 old.,1
1189,",, a leading, spent a recent here waxing positive about how the's economic might prove the perfect for to sell more like and to . His improbable coincided with by a of descending on this, including, the, and the entire . All of them came to stress that this destitute stands at a between and``the ,""as put it.",The comes from.,1
1190,"The original of 1996, which was meant to harmonize the across the German-speaking, turned out to be a major if not outright.",A was approved in all German.,0
1191,A of's has been killed by Marxist who kidnapped him three ago.,'s has been kidnapped by Marxist.,1
1192,", the who claimed that a manipulating (possibly under the of Japanese) caused, has quit his at in.",has with the.,1
1193,"First becoming famous in her native in the 1990s, long-haired self-described ``""gained international for winning the 2004 with her``Wild ,""inspired by the musical of the of the Ukrainian Carpathian . In the five since, has decided to use her and public to represent a of worthy, including human, renewable, and even the basic of democratic, becoming a public of's and later serving in.",was born in.,0
1194,"was discovered and landed in 1902 by of the, for .'s.",. reached in 1902.,1
1195,"The, on, ordered the of 30 million of crude from the's to halt runaway triggered by.",European were considering releasing to help the after.,1
1196,Six prime is just one of the many stemming from these and subsequent.,is a prime.,0
1197,"Now it's at the--and with a, it's on to the at, and a there and will be back in for the and final.",The final was held in.,0
1198,"During the of 28 the 75 old's, called in . had previously been placed in with in 2006, but was rescued by in 2007 . A large followed in 2008, after 42 were closed . has worldwide in such as, and also makes under the for . At the of the 2008 there were 260 in the and 116 overseas, employing around 2000 . is reported to owe around million to and million to.",The has called in during.,1
1199,has initiated criminal in and the on the of their that and his stole confidential before defecting to in.,took from to.,1
1200,"Then the most important of the begins as go to the, their special of.",at the.,0
1201,"was born on 11 , 1869, in . After his, I, was assassinated in 1900, succeeded to the.",was king of from 1900 to 1946.,1
1202,"A slashed a to as he attempted to steal $6 off her - to buy . The 16-year-old, , now faces a first over the of 58-year-old from, . told he was approached by with a as he was burgling the . He took it from her and used it to attack her, before hitting her over the with a.",killed a to steal $6.,0
1203,"Local acting on of the European raided of and several this, a for the said . He did not specify which or which other were involved . However, a for, , said that's in and were among those searched . It emerged on 13th, that also took at's in, in to the anti-competitive . employs over 5,000 at its Irish.",engaged as.,0
1204,"had built the for his on 28th off, as he lives nearby.",lives near.,0
1205,Israeli predict the's coral could begin to collapse in as little as 30 from now . show the are becoming increasingly acidic as they soak up manmade of . The of say this will make it difficult for many coral to produce skeletal and other hard . The's on in the suggests a will be reached in between 30 and 70 . Then the of eating away at will outstrip the' to make the.,The of.,1
1206,"During, will gather at the for nightly prayer and evening.",The is a of for.,0
1207,", a.k.a the, said during a funeral for the,``They were all of killed during the . ''","The, said at the funeral,``They were all killed during the brutal . ''",0
1208,"It is outstripped only by, the, ,, and, and thus ranks 7th in the 25-member in of.",12 of the use the instead of their own national.,1
1209,"Two young have killed themselves after falling with suspected, following the latest in.",Many developed after the.,1
1210,"says, that he (a) and recently studied homeopathic of . A new - published of homeopathic to matched, randomly selected of medical - suggests that these apparent homeopathic are merely placebo.","What really irks and other of, however, is that homeopathic are not supposed to be used like medical.",1
1211,"The of the out that they merely record the of how the is used, rather than prescribe how it should be used . The, , has been in at least 20, they say . It was popularised in 1991 in's novel: for an Accelerated as one of the . Here it was described as``a, low-prestige, low-dignity, low, no-future in the . Frequently considered a satisfying by who have never held one . ''","A ``""is a low-paid.",0
1212,", 47, collapsed and died from a near the of after being caught up during the on his last . His , 26, said:``Through and pictures that I've been shown he got refused on a of that had set up . And the missing was what happened to him when he got into . I think what we've just seen has answered a of . ''",was hit by a.,1
1213,is delaying its by a because of logistical related to institutional registering to bid on the.,A for's would push the later into a that is traditionally light on.,1
1214,This of in western is the first confirmed on the since 1989.,A of was confirmed.,0
