,sentence,label
4699,is now thought to be unlikely to be caused by hot.,1
4700,Whether this is feasible hasn't yet been determined.,1
4701,Paying can't be avoided.,1
4702,It hasn't yet been determined whether this is feasible.,1
4703,has had the cleaned.,1
4704,seems to have promoted.,1
4705,got elected to the.,1
4706,We got our stolen twice on.,1
4707,has had her clean the.,1
4708,got them to elect.,1
4709,The was with carefully.,1
4710,The was looked after by.,1
4711,We cannot put up with the anymore.,1
4712,He will keep up with their.,1
4713,This cannot be put up with.,1
4714,Their will be kept up with.,1
4715,They paid a of to the.,1
4716,The took of his.,1
4717,The was paid a of to.,1
4718,A of was paid to the.,1
4719,was slept in.,0
4720,The was camped beside by my.,0
4721,The is not to be camped beside by.,1
4722,Six were grown by the.,0
4723,A to work was run by him.,0
4724,The were grown by the.,1
4725,The were weighed by the.,1
4726,has been lived in by my.,0
4727,The has been lived in by several famous.,1
4728,was slept in by the last.,0
4729,This was surely slept in by a huge last.,1
4730,got struck by lightning.,1
4731,I got phoned by a.,1
4732,He got hit in the with the of a.,1
4733,'s got fixed or got stolen.,1
4734,The got read by a.,0
4735,The got written by a.,0
4736,got understood to have asked for a.,0
4737,got heard to insult her.,0
4738,Is?,1
4739,Who is?,1
4740,How you are!,1
4741,Be very clever.,1
4742,I ask you if this is what you want.,1
4743,Would you mind taking out the?,1
4744,Can the read the?,1
4745,What can the?,1
4746,Which did they recommend?,1
4747,With what did the eat the?,1
4748,How did he eat the?,1
4749,Which did you talk to?,1
4750,To which did you talk?,1
4751,How has been?,1
4752,Which did you talk?,0
4753,To which did you talk to?,0
4754,Who do you think imagined said saw?,1
4755,Who did for and rely on?,1
4756,Who did for and rely?,0
4757,Who did for and rely on?,0
4758,You can rely on's.,1
4759,"'s, you can rely on.",1
4760,We talked about the that he was sick for.,1
4761,"The that he was sick for, we talked about.",1
4762,You can rely on that he will help you.,0
4763,We talked about that he was sick for.,0
4764,"That he was sick, we talked about for.",1
4765,That arrows don't stop in is captured by this.,1
4766,Who did you see and a of?,0
4767,These recommended him to.,1
4768,The recommended an enlarged.,1
4769,This is the which the recommended.,1
4770,Who will they recommend?,1
4771,put the in a.,1
4772,Which did in the?,1
4773,Where did put the?,1
4774,In which did put the?,1
4775,How happy has been?,1
4776,Who put the in the?,1
4777,Who put the in the?,1
4778,Who can put the in the?,1
4779,Who do you think visited last?,1
4780,That's the that the thinks last.,1
4781,Who do you believe that invited?,1
4782,Who do you believe invited?,1
4783,Who do you believe that invited?,0
4784,Who do you think that would be nominated for the?,0
4785,This is the of who I doubt that under normal would have to do with such a.,1
4786,asks whose his.,1
4787,has forgotten which his shouted at.,1
4788,He told me how many introduced to the.,1
4789,he had been reading the.,1
4790,denied which he had been reading.,0
4791,claimed how much she had spent.,0
4792,inquired that he should read it.,0
4793,will decide that we should review the.,0
4794,inquired which he should read.,1
4795,will decide which we should review.,1
4796,told us that we should review the.,1
4797,told us which we should review.,1
4798,In which did he put the?,1
4799,Which by his did he read?,1
4800,asks in which he put the.,1
4801,asks which by his he read.,1
4802,has wondered in which stayed.,1
4803,asked me how of the are.,1
4804,has wondered that stayed in the.,0
4805,asked me that the are very fond of.,0
4806,knows whose bought and borrowed from her.,1
4807,knows whose bought and talked.,0
4808,I don't know whether I should agree.,1
4809,She gets upset if I exclude her from.,1
4810,She gets upset whether I exclude her from.,1
4811,I wonder if you'd be enough to give us.,1
4812,I am not certain about when he will come.,1
4813,I am not certain about whether he will go or not.,1
4814,I am not certain about if he will come.,0
4815,I am not certain about if he will go or not.,0
4816,I don't know where to go.,1
4817,I don't know what to do.,1
4818,I don't know how to do it.,1
4819,I don't know whether to agree with him or not.,1
4820,I don't know if to agree with him.,0
4821,I don't know that to agree with him or not.,0
4822,knows which to support.,1
4823,asked where to put the.,1
4824,The protected him.,1
4825,Who protected him?,1
4826,To protect him is not an easy.,1
4827,knows which for to vote for.,0
4828,knows which for her to vote for.,0
4829,asked where for to put the.,0
4830,asked where for him to put the.,0
4831,How carefully have you considered your future?,1
4832,When can we register for?,1
4833,Where do we go to register for?,1
4834,Why have you borrowed my?,1
4835,When did he say that he was fired?,1
4836,Where did he tell you that he met?,1
4837,Why do you wonder whether she will invite me?,1
4838,How often did he ask when she will meet at the?,1
4839,What causes to select particular?,1
4840,Who will ask for about?,1
4841,Which did the in the last?,1
4842,Whose is blocking the to the?,1
4843,Why do you think he left?,1
4844,Who do you guess will be here?,1
4845,Who do you think borrowed my?,1
4846,Which does think that you believe that lives in?,1
4847,I wonder on which will put the?,1
4848,What that he has implicated have you found?,1
4849,has forgotten how many he has won.,1
4850,will warn that she should claim that her is patriotic.,1
4851,That tried to discover which put the in made us realize that we should have left him in.,1
4852,which he should attempt to persuade his to buy.,1
4853,I wonder if on which shelve will put the.,0
4854,I wonder what that Romans destroyed.,0
4855,was wondering to whom he was referring to.,0
4856,Who do you think that has given the to Bill?,0
4857,What will say that thinks that lives?,0
4858,On whom does believe knows?,0
4859,The denied how the was poisoned.,0
4860,knows which for the to read during the.,0
4861,This needs.,1
4862,This needs mending the.,0
4863,He mended.,0
4864,He mended the.,1
4865,This needs.,1
4866,This needs investigating the.,0
4867,They investigated.,0
4868,They investigated the.,1
4869,The which you recommended was really terrific.,1
4870,The which I thought you recommended was really terrific.,1
4871,The which I thought told us you recommended was really terrific.,1
4872,the who won the left.,1
4873,the who likes left.,1
4874,the whom gave the to left.,1
4875,the when I met her was sunny.,1
4876,The who Fred voted for has resigned.,1
4877,The that voted for his.,1
4878,The voted for has resigned.,1
4879,has no relative at all.,1
4880,He is the of with whom to consult.,1
4881,These are the for which to be thankful.,1
4882,We will invite on whom to work.,1
4883,This is the of whom appeared in the.,1
4884,of whom appeared in the?,0
4885,the happy with the left.,1
4886,the standing on my is heavy.,1
4887,the to finish by is too long.,0
4888,the stand on my is heavy.,0
4889,the stood on my is heavy.,0
4890,The met the met.,0
4891,The met the that met.,0
4892,The met the for to meet.,0
4893,is the whom fell in with.,1
4894,is the with whom fell in.,1
4895,is the whom fell in.,0
4896,I met the whose I wanted to object to.,1
4897,This is the for whose gave a.,1
4898,The set us a the to which we can find in the.,1
4899,We called the who met.,1
4900,The picked up the that fell down on the.,1
4901,The met came.,0
4902,The intrigued us bothered me.,0
4903,He made a which was really interesting and important.,1
4904,They all agreed to include those which believed had been excluded from the.,1
4905,knows that was elected.,1
4906,That was elected surprised.,1
4907,told that was elected.,1
4908,This is the that we had read.,1
4909,The abandoned the that voted for him.,1
4910,It is an that think will never end in.,1
4911,Every she's written and which I've read is on that.,0
4912,Every she's written and that I've read is on that.,0
4913,Every which she's written and that I've read is on that.,1
4914,Every that she's written and which I've read is on that.,1
4915,the whose it was left.,1
4916,the that's turn it was left.,0
4917,the with which he is writing.,1
4918,the with that he is writing.,0
4919,a with which to write.,1
4920,a with that to write.,0
4921,The in who we placed our.,0
4922,The with who we were talking left.,0
4923,The in which they have invested.,1
4924,The in whose we stayed left.,1
4925,The with whom he felt most comfortable.,1
4926,He bought a on which to sit.,1
4927,He bought a in which to put the.,1
4928,There is a for you to sit on.,1
4929,asked where for to put the.,0
4930,the I met is from.,1
4931,the we put the in is sealed.,1
4932,He made a was interesting and important.,1
4933,They all agreed to include those believed had been excluded from the.,1
4934,I just know that the 12 knew would win actually won the.,1
4935,The who asked for he is foolish.,1
4936,", who asked for, thinks he is foolish.",1
4937,"has two, who became.",1
4938,I met the from who grows.,1
4939,I met who grows.,0
4940,I met her who grows.,0
4941,"In the, the praised, whom I also respect.",1
4942,", whom the nominated in 1980, lived most of his in.",1
4943,Every who attended the had a good.,1
4944,"Every, who attended the, had a good.",0
4945,No who scored 80 or more in the was ever failed.,1
4946,"No, who scored 80 or more in the, was ever failed.",0
4947,"The who won the first, who is the's, sang dreadfully.",1
4948,"The, who is the's, who won the first dreadfully.",0
4949,He who laughs last laughs best.,1
4950,"He who is without among you, let him cast the first.",1
4951,Who did he believe that he would one meet?,1
4952,Which did he that he had run into?,1
4953,Who did he believe the that he had never met?,0
4954,Which did he mention the that he had run into?,0
4955,The which he threw into the had a.,1
4956,The that he threw into the had a.,1
4957,"The, which he threw into the had a.",1
4958,"The, that he threw into the had a.",0
4959,cooked supper and washed the.,1
4960,What did and wash the?,0
4961,What did cook and?,0
4962,He refuted the that you cannot square it.,1
4963,What did he refute the that you cannot square?,0
4964,They met who knows the.,1
4965,Which did they meet who knows?,0
4966,That he has met the is extremely unlikely.,1
4967,Who is that he has met extremely unlikely?,0
4968,She bought's.,1
4969,who would win the?,1
4970,What did who would win?,0
4971,What did he get the that the really was?,1
4972,This is the that we really need to find the who understands.,1
4973,Which did you hear's that the assassinated?,0
4974,enter high-level educational might face many relating to study.,1
4975,A fellow saw this for and offered her his own.,1
4976,all agree that cause great and are called.,1
4977,The of the their was destroyed in the were given temporary by the.,1
4978,This is the which I need to read.,1
4979,The whom they intended to speak with agreed to reimburse us.,1
4980,The that thinks that replaced thirty.,1
4981,The to whom loaned the has been indicted.,1
4982,The on whose the is sitting is.,1
4983,We just finished the final the of which we can find out next.,1
4984,What did to play only after he drank?,0
4985,Who did believe the that cheated?,0
4986,What was that the a real to you?,0
4987,What did you meet who understands?,0
4988,The that have now established all the in the human is still not widely known.,1
4989,The that the used the latest to verify was reported at the recent.,1
4990,They ignored the that made.,1
4991,They ignored the that lied.,1
4992,They denied the that we had advanced by.,1
4993,They denied the that they should report only to us.,1
4994,The where stays is being remodelled.,1
4995,The when got fired was a sad for.,1
4996,is tough to persuade.,1
4997,made it clear that he would finish it on.,1
4998,It is that I met last in the.,1
4999,I wonder whom loves.,1
5000,This is the on whom.,1
5001,He is hard to love.,1
5002,It is easy to please.,1
5003,is easy to please.,1
5004,To please is eager.,0
5005,It is eager to please.,0
5006,is eager to please.,1
5007,To please is tough.,1
5008,It is tough to please.,1
5009,is tough to please.,1
5010,To please is ready.,0
5011,It is ready to please.,0
5012,is ready to please.,1
5013,is easy to please.,1
5014,is eager to please.,1
5015,This is hard to see.,1
5016,The is impossible to teach.,1
5017,The is easy to solve.,1
5018,This is hard to see it.,0
5019,The is impossible to teach him.,0
5020,The is easy to solve the.,0
5021,is eager to examine the.,1
5022,is eager to find a new.,1
5023,is eager to examine.,0
5024,is eager to find.,0
5025,is easy to please.,1
5026,This will take only five to prove.,1
5027,This will take only five to establish that he proved in 1930.,1
5028,This will cost $500 to fix.,1
5029,"This $500 will cost the $500,000 to prove that accepted.",1
5030,is eager to recommend.,0
5031,Who is to recommend?,1
5032,This is easy to play on this.,1
5033,Which is this to play on?,1
5034,That dogs bark annoys.,1
5035,It annoys that.,1
5036,Why she told him is unclear.,1
5037,It is unclear why she told him.,1
5038,to leave so soon would be.,1
5039,It would be to leave so soon.,1
5040,It would be for you to leave so soon.,1
5041,That the claims disturbs the Chinese.,1
5042,It disturbs the Chinese that the claims.,1
5043,I believe the to be obvious.,1
5044,I believe that the is not easy to be obvious.,0
5045,I believe it to be obvious that the is not easy.,1
5046,I do not think it unreasonable to ask for the of my.,1
5047,He made it clear he would continue to co-operate with the.,1
5048,They're not finding it a being in the same.,1
5049,That you came early surprised me.,1
5050,It surprised me that you came early.,1
5051,Surprised me that you came early.,0
5052,That knew the occurred to.,1
5053,It occurred to Pat that knew the.,1
5054,It really freaks me out that we invaded.,1
5055,That we invaded really creeps me out.,1
5056,That we invaded really freaks me out.,1
5057,It really bites that we invaded.,1
5058,That barks annoys me.,1
5059,A came into the that no one.,1
5060,A came into the with.,1
5061,I read a during the which was written by.,1
5062,found the.,1
5063,found it frustrating that his made little on.,1
5064,I made to settle the my.,0
5065,I made it my objective to settle the.,1
5066,I made the of the my.,1
5067,I owe that the acquitted me to you.,0
5068,I owe it to you that the acquitted me.,1
5069,I owe my acquittal to you.,1
5070,I believe strongly that the is round.,1
5071,I believe that the is round strongly.,0
5072,It's their teaching that we're using.,1
5073,What we're using is their teaching.,1
5074,Their is what we are using.,1
5075,We are using their.,1
5076,I your but I just wonder why you think that's good.,1
5077,It was the that bought the from him.,1
5078,It was then that he felt a sharp.,1
5079,It was to the that the gave the best.,1
5080,It was not until I was perhaps twenty-five or that I read and enjoyed them.,1
5081,It was to finish the that tried.,0
5082,It is that is honest that believes.,0
5083,It's the second that we get back from.,1
5084,It was the who kicked the.,1
5085,It's mainly his which convinced the.,1
5086,What you want is a little.,1
5087,What's actually happening in at the is immensely exciting.,1
5088,What is to come is in this.,1
5089,What I've always tended to do is to do my own at.,1
5090,What I meant was that you have done it really well.,1
5091,What happened is they caught her without a.,1
5092,What the seemed to be asking is how would have differed.,1
5093,is how I would describe him.,1
5094,In the early is when I do my best.,1
5095,Wear it like that is what you do.,0
5096,They caught her without a is what happened.,0
5097,That you have done it really well is what I meant.,0
5098,That's when I read.,1
5099,That was why she looked so nice.,1
5100,That's how they do it.,1
5101,That's who I played with over.,1
5102,What you heard was an.,1
5103,It was an that you heard.,1
5104,What you should do is one.,1
5105,It is one that you should do first.,0
5106,one is what you should do.,0
5107,It was not until I was perhaps twenty-five or that I read them and enjoyed them.,1
5108,When I read them and enjoyed them was not until I was perhaps twenty-five.,0
5109,Not until I was perhaps twenty-five was when I read them and enjoyed them.,0
5110,It's the that gets you so involved.,1
5111,That gets you so involved is the.,0
5112,The is that gets you so involved.,0
5113,And it was this on which I consulted with the of the.,1
5114,On which I consulted with the of the was this.,0
5115,This was on which I consulted with the of the.,0
5116,What I ate is an.,1
5117,What we are using is their teaching.,1
5118,The who got in the was very happy.,1
5119,The who broke the was.,1
5120,He got what he wanted.,1
5121,He put the where told him to put it.,1
5122,The started when the.,1
5123,wants to meet who hired.,0
5124,solved the how solved it.,0
5125,Which he read the was that one.,0
5126,I ate what.,1
5127,I ate an.,1
5128,To whom I gave the is.,0
5129,That brought the is.,0
5130,This is how he did it.,1
5131,This is why he came early.,1
5132,A: It is on that.,1
5133,: It is on whom.,1
5134,It was then when we all went to.,1
5135,that we are looking for showed up.,0
5136,It's the second that we get back from.,1
5137,It was in 1997 when the introduced the alien.,1
5138,It is whose I lost.,1
5139,It is on whom that.,0
5140,It is on whom relies on.,0
5141,It is whom.,0
5142,It was the that she wants to meet.,1
5143,It was the that she said she wants to meet.,1
5144,It was the that I think she said she wants to meet.,1
5145,I wonder who it was who saw you.,1
5146,I wonder who it was you saw.,1
5147,I wonder in which it was that had hidden the.,1
5148,Who do you think it is that met?,1
5149,To whom do you think it is the that gave?,0
5150,It is difficult for me to concentrate on.,1
5151,For me to concentrate on is difficult.,1
5152,is difficult for me to concentrate on.,1
5153,Being lovely to look at has its.,1
5154,to are easy to help the to write.,1
5155,It was to that they decided to take the.,1
5156,It was with a great of that I vetoed your.,1
5157,It was who spilled on this.,1
5158,It is whose will praise.,1
5159,It was on whom the placed the.,1
5160,I wondered who it was you saw.,1
5161,I was wondering in which it was that had hidden the.,1
5162,It is on on whom.,0
5163,Was it for this that we suffered and toiled?,1
5164,Who was it who interviewed you?,1
5165,I believe it to be her who was primarily responsible.,1
5166,I believe it to be the that is defective.,1
5167,ate what offered to him.,1
5168,I wonder what offered to him.,1
5169,What offered to him is unclear.,1
5170,I don't have any.,1
5171,I have any.,0
5172,At most three saw.,1
5173,At least three saw.,0
5174,Every who saw was happy.,1
5175,Some who saw was happy.,0
5176,Any owl.,1
5177,Any could tell you that.,1
5178,I would dance with.,1
5179,Almost every could answer that.,1
5180,Almost no could answer that.,1
5181,Almost any could answer that.,1
5182,I don't have almost any.,0
5183,I would dance with or.,1
5184,or could tell you that.,1
5185,Do you have dry?.,1
5186,Perhaps some dry would help?,1
5187,An.,1
5188,allow.,1
5189,A poodle gives live.,1
5190,Every poodle gives live.,1
5191,I don't have.,1
5192,Every who has is happy.,1
5193,Every who has any is happy.,1
5194,Could we make some French?,1
5195,Why don't we make some French?,1
5196,you prepared for?,1
5197,And then all the go on a.,1
5198,"If you take a dry and it, it lights.",1
5199,At most three assigned.,1
5200,At most three assigned any.,1
5201,Every who handed in some will get a.,1
5202,Every who handed in any will get a.,1
5203,"Before you make, consult the.",1
5204,"Before you make any, consult the.",1
5205,Is there I can do for you?,1
5206,A professional would be able to do it.,1
5207,Any professional would be able to do it.,1
5208,"We don't have, or at least not enough.",1
5209,Every who has any is happy . happy.,1
5210,Every has any.,0
5211,It's not the that every has any.,0
5212,I'm surprised we had any.,1
5213,At most three didn't see.,1
5214,Even said.,0
5215,was the most likely not to say.,1
5216,said although she was the most likely not to say.,1
5217,fly more often than visits any.,1
5218,Each who has any in will be admit ted to the.,0
5219,Every should have a daily of.,1
5220,Each should have a daily of.,1
5221,I'm surprised that he ever said.,1
5222,I'm sorry that he ever said.,1
5223,I'm glad that I ever met him.,0
5224,I'm sure that I ever met him.,0
5225,I'm surprised he bought a.,1
5226,But these are terrible!,1
5227,"I was surprised that he stole the, in as far as that was a daring to do.",1
5228,"Given my high on his moral, I was surprised that he stole the.",1
5229,you surprised that he stole the?,1
5230,I'm sorry that hates me.,1
5231,I want for to hate me.,1
5232,I'm glad he bought a.,1
5233,I'm sorry he bought a.,1
5234,He bought a.,1
5235,I'm glad I saw.,0
5236,I'm glad likes me!,1
5237,Couldn't you get any better than this?,1
5238,"It's fine that he paid and apologized, but I don't really care about his, or the, or.",1
5239,I'm sure we got any!,0
5240,I'm sure he speaks to me!,1
5241,I'm glad a likes me.,1
5242,I didn't help him because I have any for urban.,1
5243,"It isn't because said bad about me that I'm angry, although she did say some bad about me.",0
5244,I don't have any for urban.,1
5245,Almost an.,0
5246,Absolutely an.,0
5247,Almost any owl.,1
5248,Absolutely any owl.,1
5249,He began writing.,1
5250,He kept writing.,1
5251,He continued writing.,1
5252,He stopped writing.,1
5253,The would have all been working.,1
5254,The would have been all working.,1
5255,Would the each have been working?,1
5256,Would each the have been working?,0
5257,The would not enjoy that.,1
5258,Would not the enjoy that?,0
5259,Would the not enjoy that?,1
5260,The would all not have been working.,0
5261,The all would not have been working.,1
5262,The would not have all been working.,1
5263,The would not all have been working.,1
5264,The would not have been all working.,1
5265,That is a is obvious.,1
5266,It is obvious that is a.,1
5267,believes that likes that likes.,0
5268,whined that he was hungry.,1
5269,That he was hungry was whined by.,0
5270,is certain that the will win.,1
5271,That he has on his proves that is the.,1
5272,It proves that is the that he has on his.,0
5273,To please would be difficult.,1
5274,It would be difficult to please.,1
5275,It is believed to be obvious by that is crazy.,1
5276,is believed to be certain by that is crazy.,0
5277,It disturbed him that didn't like.,1
5278,It was believed to have disturbed him that didn't like.,1
5279,How easy to please is it?,0
5280,How difficult to study for the was it?,0
5281,How hard to read the was it?,0
5282,How easy to tease it is!,0
5283,How hard to read the it was!,0
5284,How certain that the will win are you?,1
5285,How likely to win is he?,1
5286,This I enjoyed.,1
5287,To whom the did you give.,0
5288,The to whom did you give.,0
5289,He's a to whom we could never grant.,1
5290,"It's obvious that, he can't stand.",1
5291,I think that the will take the.,1
5292,"As for, I really like him.",1
5293,"He's a to whom as for, we could never grant it.",0
5294,"He's a to whom, we could never grant it.",0
5295,would like that because he's such a nice.,1
5296,", because he's such a nice, would like that.",1
5297,"Because he's such a nice, would like that.",1
5298,"would, because he's such a nice, like that.",1
5299,"Because he's such a nice, what would like?",1
5300,"It's obvious that, although he's a nice, isn't too bright.",1
5301,after getting home the.,0
5302,I gave a.,1
5303,I considered.,1
5304,I put the on the.,1
5305,I worded the tersely.,1
5306,I considered after the.,0
5307,1 put the after the on the.,0
5308,I worded the after the tersely.,0
5309,"Because she's so pleasant, I really like her.",0
5310,"Because she's so pleasant, I really like.",1
5311,"Though he may seem, he does not seem deep.",1
5312,"Intelligent though he may seem, he does not seem deep.",1
5313,"Though I may love her, that won't affect the.",1
5314,"Love her though I may, that won't affect the.",1
5315,"though I believe the that is, I still won't him.",0
5316,"though they told me that is, I still won't him.",0
5317,"though my suggested that thinks that is, I still won't him.",0
5318,"those who criticize though he may, it doesn't matter.",1
5319,Would hate that?,1
5320,Would hate that!,1
5321,", after comes, take a shower?",0
5322,"Will, after comes, take a shower?",1
5323,"After comes, will take a shower?",1
5324,I would prefer that he not have finished.,1
5325,I would prefer that he have not finished.,0
5326,He has not finished.,1
5327,He is not finishing.,1
5328,He would not finish.,1
5329,He does not finish.,1
5330,"Those will, after the, not come.",0
5331,"Those, after the, will not come.",1
5332,I've never seen a than my.,1
5333,I've never seen a than my.,1
5334,I've never seen a than my.,1
5335,I've never seen a than my.,1
5336,eats caviar more than he eats.,1
5337,eats more than he eats.,1
5338,eats caviar more than he sleeps.,1
5339,eats more than he sleeps.,0
5340,I am more angry than I was.,1
5341,I am more angry than.,1
5342,I am angrier than.,0
5343,is more than six tall.,1
5344,is taller than six.,1
5345,is more than five short.,0
5346,is shorter than five.,1
5347,They think she has too much.,1
5348,They think she is too much happy.,0
5349,speaks so much gently.,0
5350,A isn't as much different from an as I'd thought.,0
5351,A isn't as different from an as I'd thought.,1
5352,You and I are as much alike as a and a.,1
5353,You and I are as alike as a and a.,1
5354,You and I are as little alike as a and a.,1
5355,is as much as.,0
5356,is as intelligent as.,1
5357,is more than 6 tall.,1
5358,is taller than 6.,1
5359,These may grow as much as 6 high.,1
5360,These may grow as high as 6.,1
5361,More has happened in the last than will happen in the next.,1
5362,He offers more than we had hoped for.,1
5363,He was hoping for more than we offered.,1
5364,is going on to keep them confused.,1
5365,You've said enough to convince me.,1
5366,Sally eats more than I had expected.,1
5367,doesn't eat her enough.,1
5368,Sally eats the pretty often.,1
5369,Sally eats pretty often the.,0
5370,Sally eats the more.,1
5371,Sally eats more the.,0
5372,doesn't eat enough her.,0
5373,eats more.,1
5374,doesn't eat enough.,1
5375,eats more than he sleeps.,1
5376,He gave me more of his than I wanted.,1
5377,Sally enough caviar.,0
5378,eats.,0
5379,is more tall than thin.,1
5380,I did it more in jest than in.,1
5381,There is enough of the left to have.,1
5382,There is enough for all of you.,1
5383,There is bread enough for all of you.,1
5384,She has of a as it is.,1
5385,She has enough a as it is.,0
5386,She has enough as it is.,0
5387,She has enough as it is.,0
5388,She has of as it is.,0
5389,She has enough as it is.,1
5390,He looks more formidable than he is.,1
5391,He seems enough for you.,0
5392,He seems intelligent enough for you.,1
5393,She writes more clearly than she speaks.,1
5394,She speaks enough clearly to be understood.,0
5395,He's enough of a to try it.,1
5396,He's fool enough to try it.,1
5397,I saw more of the than you did.,1
5398,I saw enough of the to be convinced.,1
5399,got to be more of a.,1
5400,got to be more of the.,1
5401,He's enough of the to pull the.,0
5402,What his wants him to be is more of a.,1
5403,More of a is here.,0
5404,I've kicked more of a than you have.,0
5405,I've known more of a than.,0
5406,I've never known more of a than.,1
5407,He was hoping for too much.,1
5408,Sally caviar too much for her own.,1
5409,eats so much.,1
5410,He gave me many.,1
5411,I have much to do.,1
5412,He looks so much.,0
5413,He looks so formidable.,1
5414,She speaks too much clearly.,0
5415,She speaks too clearly.,1
5416,"I'm as much of a as you are, my.",1
5417,got to be as much of a as his.,1
5418,got to be as much of the as his.,0
5419,As much of a is here.,0
5420,I've seen as much of a as.,0
5421,Many are called; few are chosen.,1
5422,More are called than are ever chosen.,1
5423,We made enough pudding to last for.,1
5424,We ate enough a to satisfy us.,0
5425,We made enough to last for.,1
5426,We ate enough the to satisfy us.,0
5427,is the of a that I told you about.,1
5428,is the of the that I told you about.,1
5429,He's a of a.,1
5430,He's the of a.,0
5431,He's of a.,1
5432,is the of that I told you about.,1
5433,He's.,0
5434,He's a fool enough to try it.,0
5435,She's just enough tall.,0
5436,She's enough.,0
5437,She speaks enough clearly.,0
5438,He's that reliable a.,1
5439,He's a that reliable.,0
5440,He's too reliable a.,1
5441,He's a too reliable.,0
5442,He's as reliable a.,1
5443,He's an as reliable.,0
5444,He's so reliable a.,1
5445,He's a so reliable.,0
5446,He's more reliable a.,0
5447,He's reliable enough a.,0
5448,He's a reliable enough.,1
5449,was not more reliable than a.,1
5450,was no more reliable than a.,1
5451,Not more reliable a could be found.,0
5452,Any more reliable a could not be found.,0
5453,I don't want.,1
5454,is not more reliable a than.,0
5455,is not a more reliable than.,1
5456,isn't any more reliable a than.,1
5457,isn't an any more reliable than.,0
5458,is no more reliable a than.,1
5459,is a no more reliable than.,0
5460,I have as many too many as you.,1
5461,I have as many too many as you.,1
5462,I have six too many.,1
5463,I have six too many.,1
5464,I have six more of them.,1
5465,I have six of them more.,0
5466,I have half a too many of these.,1
5467,I have half a of these too many.,0
5468,She writes clearly enough.,1
5469,She is as brilliant a as her.,1
5470,She is as brilliant the as her.,0
5471,I've never known as strong a as.,1
5472,is a than.,1
5473,is the than.,0
5474,What his wants him to be is a better.,1
5475,A than is here.,1
5476,I've never known a smarter than.,1
5477,He's so tall a that are dangerous to him.,1
5478,He's such a tall that are dangerous to him.,1
5479,He's such a tall.,1
5480,He's such the tall.,1
5481,What her wants her to be is such a fine that will respect her.,1
5482,It was as awful a as it first seemed.,1
5483,It was so awful a as it first seemed.,0
5484,It wasn't as awful a as it first seemed.,1
5485,It wasn't such an awful as it first seemed.,1
5486,It was so awful a that I tore it up.,1
5487,It was such an awful that I tore it up.,1
5488,is such a that are afraid of her.,1
5489,isn't such a as think.,1
5490,Sally is such a as think.,0
5491,I love her so much.,1
5492,I gave her so much.,1
5493,I gave her so.,0
5494,is such a.,1
5495,is such a that all her is impeccable.,1
5496,is such a as you were speaking of just now.,1
5497,So eminent a as was here.,1
5498,Such an eminent as was here.,1
5499,So elegant a as you have presented us with can elicit only.,1
5500,You have presented so elegant a that we can only admire it.,1
5501,Such a as you were speaking of just now is here.,1
5502,So much of a is here.,0
5503,Her wants to be such an eminent that will respect her.,1
5504,a decidedly than.,1
5505,is a decidedly too tall.,0
5506,That's an obviously better.,1
5507,That's an obviously so good.,0
5508,She made so much better a.,1
5509,She made such a much better.,0
5510,She made such a better.,0
5511,That's the most answer that I ever heard.,0
5512,That's a most answer that I ever heard.,0
5513,That's a that I ever heard.,0
5514,That's the kindest that I ever heard.,1
5515,Most helpful is unwanted.,1
5516,Sally will give me more helpful than the I got from you.,1
5517,I've never seen a who is taller than my.,1
5518,I've never seen the one than my.,1
5519,I've never seen the than my.,0
5520,I've never seen the one than my.,0
5521,wants to come up with as good a as did.,1
5522,wants to come up with a as good as.,1
5523,wants to find a better than's.,1
5524,is eaten by more than.,1
5525,More than is eaten by.,1
5526,more of this than he ate of that.,1
5527,The is longer than the is wide.,1
5528,"'s happy about her, and's happy about his.",1
5529,"'s happy about her, and's about his.",0
5530,"'s happy about her, and is about his.",1
5531,"is happy with her, and is with his.",1
5532,"'s happy with her, and's with his.",1
5533,The is longer than the's wide.,0
5534,"The is long, and the's wide.",1
5535,I was happier there than I'm here.,0
5536,"I'm sad, more than I'm angry.",1
5537,I'm sadder than I'm angry.,0
5538,I'm more sad than angry.,1
5539,"I'm worrying, more than.",1
5540,I'm more worrying than.,0
5541,I'm sadder than angry.,0
5542,"I'm sad, as much as I'm angry.",1
5543,I'm as much as angry.,1
5544,I'm as sad as angry.,0
5545,I am angrier that I was.,1
5546,is taller than six.,1
5547,is taller than.,1
5548,has more than two.,1
5549,has more than just and.,0
5550,has more than two.,1
5551,has more than just and.,1
5552,They may grow as much as six high.,1
5553,They may grow as much as bamboo.,0
5554,They may grow as high as six.,1
5555,Some of them made as many as 20.,1
5556,Some of them made as many as.,0
5557,Some of them made as many as.,1
5558,is taller than six is.,0
5559,is taller than is.,1
5560,has more that two.,0
5561,has more than just and are.,0
5562,is more than five short.,0
5563,is shorter than five.,1
5564,has more than has.,1
5565,has more than has friends.,0
5566,doesn't have as many too many too many as.,1
5567,has more nearly as many too many than.,1
5568,swam five more than.,1
5569,swam as many more than as.,1
5570,kissed himself.,1
5571,kissed herself.,0
5572,Sally kissed herself.,1
5573,himself.,0
5574,The kissed itself.,1
5575,She knocked herself on the with a.,1
5576,She knocked himself on the with a.,0
5577,The flattened itself against the.,1
